Provider Number,Facility Name,Five Star,City,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Number of Dialysis Patients with Hgb data,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patients in Serum phosphorus summary,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patients in nPCR summary,SWR category text,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW
243536,CENTRACARE KIDNEY PROGRAM - LITCHFIELD,3,LITCHFIELD,Non-Profit,CENTRACARE DIALYSIS,9,1,0,0,17,As Expected,27,34,35,As Expected,As Expected,As Expected,33,35,114,As Expected,As Expected,36,36,0,Not Available,3,0,As Expected,14
232690,DAVITA WALKER DIALYSIS,4,GRAND RAPIDS,Profit,DAVITA,17,1,0,0,27,As Expected,50,71,76,As Expected,As Expected,As Expected,57,59,214,As Expected,As Expected,75,75,0,As Expected,32,1.86,As Expected,54
232691,HOME DIALYSIS SPECIALTY CENTER,3,SAINT CLAIR SHORES,Profit,GREENFIELD HEALTH SYSTEMS,1,0,1,0,8,As Expected,28,37,43,As Expected,As Expected,As Expected,33,28,97,Not Available,Not Available,0,0,0,Not Available,20,0,As Expected,35
232692,DAVITA GRAYLING HOME TRAINING PD,3,GRAYLING,Profit,DAVITA,1,0,1,0,5,Not Available,14,25,25,As Expected,As Expected,As Expected,16,12,48,Not Available,Not Available,0,0,0,Not Available,6,0,As Expected,21
232693,DAVITA BELTLINE HOME TRAINING,,GRAND RAPIDS,Profit,DAVITA,1,0,1,1,19,As Expected,35,60,67,As Expected,As Expected,As Expected,41,34,124,Not Available,Not Available,7,7,0,Not Available,19,0,Better than Expected,60
242553,DAVITA MINNEAPOLIS NE DIALYSIS,3,MINNEAPOLIS,Profit,DAVITA,12,1,0,0,17,As Expected,24,29,32,As Expected,As Expected,As Expected,26,45,116,As Expected,As Expected,32,32,0,Not Available,12,0,As Expected,29
252549,DAVITA BRANDON RENAL CENTER,3,BRANDON,Profit,DAVITA,20,1,1,0,27,As Expected,46,65,71,As Expected,As Expected,As Expected,53,74,227,Better than Expected,As Expected,64,64,0,As Expected,17,0,As Expected,50
232610,DAVITA PARK PLAZA DIALYSIS,4,FLINT,Profit,DAVITA,12,1,0,0,38,As Expected,53,84,86,As Expected,As Expected,As Expected,67,76,267,As Expected,As Expected,87,87,0,As Expected,27,0,As Expected,62
232611,FMC - BIG RAPIDS,5,BIG RAPIDS,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,23,As Expected,42,61,63,As Expected,As Expected,As Expected,50,43,198,Better than Expected,As Expected,62,62,0,Not Available,25,0,As Expected,44
232612,NW DETROIT DIALYSIS - LAHSER SATELLITE,3,SOUTHFIELD,Profit,GREENFIELD HEALTH SYSTEMS,24,1,1,1,71,As Expected,109,165,169,As Expected,As Expected,As Expected,126,181,507,Better than Expected,As Expected,147,147,0,As Expected,41,0.83,As Expected,115
232613,DAVITA OAK PARK DIALYSIS,3,OAK PARK,Profit,DAVITA,20,1,0,0,37,As Expected,63,93,105,As Expected,As Expected,As Expected,72,115,296,As Expected,As Expected,107,107,0,As Expected,24,0.75,As Expected,81
232614,"GREAT LAKES DIALYSIS, LLC",2,DETROIT,Profit,INDEPENDENT,24,1,1,0,47,Worse than Expected,86,114,121,Worse than Expected,Worse than Expected,As Expected,98,196,406,Better than Expected,As Expected,120,120,0,As Expected,63,0,As Expected,99
252569,SILVER CREEK DIALYSIS,5,SILVER CREEK,Profit,INDEPENDENT,18,1,0,0,22,As Expected,26,30,34,As Expected,Worse than Expected,As Expected,30,16,173,As Expected,As Expected,34,34,0,Not Available,14,0,As Expected,30
252570,PACHUTA DIALYSIS,5,PACHUTA,Profit,INDEPENDENT,9,1,0,0,22,As Expected,29,31,32,As Expected,As Expected,As Expected,30,30,108,As Expected,As Expected,32,32,0,Not Available,5,0,As Expected,23
252571,DRG FAYETTE,4,FAYETTE,Profit,INDEPENDENT,8,1,0,0,6,Not Available,9,14,14,As Expected,As Expected,As Expected,10,12,56,Not Available,As Expected,15,15,0,Not Available,3,0,Worse than Expected,11
252572,RCG WINONA,5,WINONA,Profit,FRESENIUS MEDICAL CARE,15,1,0,0,29,As Expected,36,53,53,As Expected,As Expected,As Expected,48,44,209,As Expected,As Expected,54,54,0,As Expected,23,0.46,As Expected,41
252573,RCG BELZONI,5,BELZONI,Profit,FRESENIUS MEDICAL CARE,9,1,0,0,29,As Expected,38,46,47,As Expected,As Expected,As Expected,45,24,160,As Expected,As Expected,46,46,0,Not Available,12,0,As Expected,39
252574,"LAKELAND HOME PROGRAM, INC.",3,FLOWOOD,Profit,FRESENIUS MEDICAL CARE,0,0,1,1,49,As Expected,103,141,148,As Expected,As Expected,Better than Expected,111,76,415,Not Available,As Expected,43,43,0,As Expected,77,0.88,As Expected,148
253503,MEDICAL MALL DIALYSIS,3,JACKSON,Non-Profit,STATE OWNED,48,1,1,1,121,As Expected,172,231,240,As Expected,As Expected,As Expected,190,178,767,Worse than Expected,As Expected,182,182,1,As Expected,93,0.9,As Expected,247
262309,SAINT LOUIS CHILDRENS HOSPITAL DIALYSIS,,SAINT LOUIS,Non-Profit,INDEPENDENT,5,1,1,0,4,Not Available,1,2,2,As Expected,As Expected,Not Available,19,32,57,Not Available,Not Available,1,1,8,As Expected,11,0.42,As Expected,25
262315,SALEM MEMORIAL HOSPITAL,2,SALEM,Non-Profit,INDEPENDENT,6,1,0,0,11,Not Available,13,15,16,As Expected,As Expected,As Expected,15,27,60,As Expected,As Expected,16,16,0,Not Available,3,0,As Expected,11
262320,CARDINAL GLENNON CHILDRENS HOSPITAL DIALYSIS,,SAINT LOUIS,Non-Profit,INDEPENDENT,4,1,1,0,5,Not Available,2,1,2,As Expected,Not Available,Not Available,11,10,39,Not Available,Not Available,2,2,9,As Expected,17,0.3,As Expected,17
262326,CHILDRENS MERCY HOSPITAL DIALYSIS,,KANSAS CITY,Non-Profit,INDEPENDENT,10,1,1,1,6,Not Available,5,5,6,As Expected,As Expected,Not Available,19,21,73,Not Available,Not Available,5,5,11,As Expected,20,1.02,Better than Expected,30
242554,DAVITA ST LOUIS PARK DIALYSIS CENTER,3,SAINT LOUIS PARK,Profit,DAVITA,28,1,1,0,54,As Expected,76,124,128,As Expected,As Expected,As Expected,87,130,376,As Expected,As Expected,96,96,0,As Expected,31,0.59,Better than Expected,97
242555,FRESENIUS MEDICAL CARE - SPIRIT VALLEY,3,DULUTH,Profit,FRESENIUS MEDICAL CARE,22,1,1,1,48,As Expected,77,113,126,As Expected,As Expected,As Expected,100,134,372,As Expected,As Expected,77,77,0,As Expected,40,0.29,As Expected,98
242556,DAVITA EDEN PRAIRIE DIALYSIS,5,EDEN PRAIRIE,Profit,DAVITA,12,1,0,0,27,As Expected,31,42,44,As Expected,As Expected,As Expected,36,37,117,As Expected,As Expected,44,44,0,Not Available,7,0,As Expected,38
242557,DAVITA EAGAN DIALYSIS UNIT,4,EAGAN,Profit,DAVITA,16,1,0,0,12,As Expected,22,26,28,As Expected,As Expected,Better than Expected,22,27,93,As Expected,As Expected,28,28,0,Not Available,8,0,As Expected,25
242559,FMC DIALYSIS SERVICES OF ST PAUL,5,SAINT PAUL,Profit,FRESENIUS MEDICAL CARE,20,1,0,0,18,As Expected,31,50,50,As Expected,As Expected,As Expected,33,28,148,As Expected,As Expected,50,50,0,As Expected,20,0.42,As Expected,44
252525,RCG MCCOMB,4,MCCOMB,Profit,FRESENIUS MEDICAL CARE,32,1,0,0,92,As Expected,133,150,159,As Expected,As Expected,Worse than Expected,144,127,570,Better than Expected,As Expected,161,161,0,As Expected,67,0.32,As Expected,133
232615,FMC - ST CLAIR SHORES,3,SAINT CLAIR SHORES,Profit,FRESENIUS MEDICAL CARE,32,1,1,1,98,As Expected,140,203,214,As Expected,As Expected,As Expected,175,248,709,As Expected,Worse than Expected,195,195,0,As Expected,58,0.8,As Expected,175
232714,DAVITA ALGER HEIGHTS DIALYSIS,4,GRAND RAPIDS,Profit,DAVITA,20,1,1,0,29,As Expected,41,56,56,As Expected,As Expected,As Expected,44,52,129,As Expected,As Expected,53,53,0,Not Available,16,0,As Expected,52
232715,"FMS KALAMAZOO, LLC",5,SCHOOLCRAFT,Profit,FRESENIUS MEDICAL CARE,4,0,1,1,10,As Expected,29,51,58,As Expected,As Expected,As Expected,34,34,94,Not Available,As Expected,22,22,0,Not Available,14,0,As Expected,55
232716,"OAKLAWN DIALYSIS CENTER OF ALBION, LLC",5,ALBION,Profit,OAKLAWN HOSPITAL,16,1,1,1,21,As Expected,38,63,63,As Expected,As Expected,As Expected,42,35,114,As Expected,As Expected,54,54,0,Not Available,14,0,As Expected,51
232717,DAVITA MID VALLEY PD HOME TRAINING,4,SAGINAW,Profit,DAVITA,0,0,1,0,15,As Expected,37,60,60,As Expected,As Expected,As Expected,44,42,107,Not Available,Not Available,0,0,0,Not Available,17,0,As Expected,56
232635,DAVITA FENTON DIALYSIS,5,FENTON,Profit,DAVITA,12,1,0,0,35,As Expected,50,78,81,As Expected,As Expected,As Expected,62,56,223,As Expected,As Expected,81,81,0,Not Available,10,0,As Expected,39
232637,DAVITA COMMERCE TOWNSHIP DIALYSIS,5,COMMERCE TOWNSHIP,Profit,DAVITA,12,1,0,0,31,As Expected,34,52,52,As Expected,As Expected,As Expected,44,60,158,As Expected,As Expected,52,52,0,Not Available,12,0,As Expected,43
232638,DAVITA IONIA DIALYSIS,5,IONIA,Profit,DAVITA,12,1,1,0,32,As Expected,43,66,71,As Expected,As Expected,As Expected,53,88,216,As Expected,As Expected,58,58,0,As Expected,25,0.87,As Expected,48
232639,DAVITA KALAMAZOO CENTRAL DIALYSIS,3,KALAMAZOO,Profit,DAVITA,10,1,1,0,24,As Expected,39,61,62,As Expected,As Expected,As Expected,41,41,150,As Expected,As Expected,49,49,0,Not Available,11,0,As Expected,48
232640,FMC HASTINGS AVE - HOLLAND,4,HOLLAND,Profit,FRESENIUS MEDICAL CARE,18,1,1,1,46,As Expected,79,109,113,As Expected,As Expected,As Expected,89,77,339,As Expected,As Expected,96,96,0,As Expected,47,1.46,As Expected,93
332597,DAVITA NORTHTOWNS DIALYSIS CENTER,3,TONAWANDA,Profit,DAVITA,18,1,1,1,38,As Expected,59,93,92,As Expected,As Expected,As Expected,67,80,321,As Expected,As Expected,88,88,0,As Expected,26,0.37,Worse than Expected,63
332598,DAVITA MIDWOOD DIALYSIS,3,BROOKLYN,Profit,DAVITA,34,1,1,0,49,As Expected,72,112,110,As Expected,As Expected,As Expected,85,84,435,Better than Expected,As Expected,113,113,0,As Expected,46,0.43,As Expected,95
332599,DAVITA WHITE PLAINS DIALYSIS CENTER,4,WHITE PLAINS,Profit,DAVITA,15,1,1,1,48,As Expected,66,89,94,As Expected,As Expected,As Expected,80,83,344,Better than Expected,As Expected,100,100,1,As Expected,32,2.6,Better than Expected,67
332706,AVANTUS HARLEM GREEN DIALYSIS,4,NEW YORK,Profit,FRESENIUS MEDICAL CARE,32,1,0,0,78,As Expected,129,220,223,As Expected,Worse than Expected,As Expected,151,219,582,As Expected,As Expected,226,226,0,As Expected,69,1.49,As Expected,177
332707,DAVITA ORANGE DIALYSIS CENTER,4,MIDDLETOWN,Profit,DAVITA,20,1,1,1,56,As Expected,87,107,121,As Expected,As Expected,As Expected,98,99,347,Better than Expected,As Expected,107,107,0,As Expected,44,1.36,As Expected,97
392695,DCI HILLPOINTE,2,CANONSBURG,Non-Profit,"DIALYSIS CLINIC, INC.",23,1,1,1,5,Not Available,14,27,28,As Expected,As Expected,As Expected,18,24,65,As Expected,As Expected,26,26,0,Not Available,11,0,As Expected,20
392698,"DCI RENAL SERVICES OF PITTSBURGH, LLC - FIVE POINTS",3,MONROEVILLE,Profit,"DIALYSIS CLINIC, INC.",18,1,1,1,22,As Expected,36,63,67,As Expected,As Expected,As Expected,44,52,135,As Expected,As Expected,59,59,0,Not Available,11,0,As Expected,52
392699,DAVITA PITTSBURGH DIALYSIS,5,PITTSBURGH,Profit,DAVITA,12,1,0,0,17,As Expected,28,35,35,As Expected,As Expected,As Expected,30,35,126,As Expected,As Expected,35,35,0,Not Available,9,0,As Expected,28
392801,DAVITA CARLISLE REGIONAL DIALYSIS,3,CARLISLE,Profit,DAVITA,12,1,1,0,19,As Expected,33,50,50,As Expected,As Expected,As Expected,37,46,144,As Expected,As Expected,43,43,0,Not Available,22,0,As Expected,38
392802,FRESENIUS KIDNEY CARE - POTTSTOWN,5,POTTSTOWN,Profit,FRESENIUS MEDICAL CARE,21,1,1,1,43,As Expected,58,116,122,As Expected,As Expected,As Expected,85,67,325,As Expected,As Expected,107,107,0,As Expected,56,1.65,As Expected,99
392598,DAVITA LEWISTOWN DIALYSIS CENTER,5,LEWISTOWN,Profit,DAVITA,23,1,0,0,54,As Expected,78,115,123,As Expected,As Expected,Better than Expected,91,87,396,As Expected,Better than Expected,115,115,0,Better than Expected,56,2.9,As Expected,91
392600,DAVITA DELAWARE VALLEY DIALYSIS CENTER,5,MILFORD,Profit,DAVITA,16,1,1,1,30,As Expected,35,50,54,As Expected,As Expected,As Expected,46,44,189,As Expected,As Expected,51,51,0,Not Available,23,0,As Expected,41
392601,DAVITA MEMPHIS STREET RENAL CENTER,5,PHILADELPHIA,Profit,DAVITA,18,1,0,0,28,As Expected,48,81,84,As Expected,As Expected,As Expected,55,69,240,As Expected,As Expected,85,85,0,Not Available,19,0,As Expected,72
392602,US RENAL CARE - WELLSBORO,4,WELLSBORO,Profit,"US RENAL CARE, INC.",13,1,1,0,32,As Expected,54,65,71,As Expected,As Expected,As Expected,62,70,205,Worse than Expected,As Expected,63,63,0,Not Available,18,0,As Expected,38
392603,FRESENIUS KIDNEY CARE - WHITEHALL,5,WHITEHALL,Profit,FRESENIUS MEDICAL CARE,28,1,1,1,58,As Expected,82,135,142,As Expected,As Expected,Better than Expected,112,176,477,As Expected,As Expected,142,142,0,As Expected,45,1.34,As Expected,108
392748,DAVITA EAST END PITTSBURGH DIALYSIS,3,PITTSBURGH,Profit,DAVITA,16,1,1,1,27,Worse than Expected,53,87,91,Worse than Expected,Worse than Expected,As Expected,56,108,278,Better than Expected,As Expected,88,88,0,As Expected,28,1.8,As Expected,70
392749,DAVITA CALLOWHILL DIALYSIS CENTER,4,PHILADELPHIA,Profit,DAVITA,20,1,0,0,33,As Expected,48,100,100,As Expected,As Expected,As Expected,58,74,252,As Expected,As Expected,102,102,0,Better than Expected,37,2.44,As Expected,89
392750,U.S. RENAL CARE - CAMP HILL,2,CAMP HILL,Profit,"US RENAL CARE, INC.",16,1,1,0,10,Not Available,11,38,39,As Expected,As Expected,As Expected,23,41,127,As Expected,As Expected,32,32,0,Not Available,21,0,As Expected,24
372597,FMCNA - JANE PHILLIPS,3,BARTLESVILLE,Profit,FRESENIUS MEDICAL CARE,18,1,0,0,49,As Expected,75,96,108,As Expected,As Expected,Worse than Expected,93,54,320,As Expected,As Expected,108,108,0,As Expected,53,1.65,As Expected,72
372598,DSI - ALTUS DX,5,ALTUS,Profit,DIVERSIFIED SPECIALTY INSTITUTES (DSI),13,1,1,0,34,As Expected,46,62,64,As Expected,As Expected,As Expected,54,37,160,As Expected,As Expected,66,66,0,Not Available,21,0,As Expected,46
332708,DAVITA WATERS PLACE DIALYSIS CENTER,4,BRONX,Profit,DAVITA,24,1,0,1,47,As Expected,76,138,149,As Expected,As Expected,As Expected,87,93,371,As Expected,As Expected,146,146,0,As Expected,58,1.51,Better than Expected,134
332709,DAVITA LOWVILLE DIALYSIS CENTER,5,LOWVILLE,Profit,DAVITA,8,1,0,0,17,Worse than Expected,21,26,26,As Expected,As Expected,Better than Expected,22,18,94,As Expected,As Expected,26,26,0,Not Available,11,0,As Expected,15
332710,"ELIZABETHTOWN CENTER, LLC",5,ELIZABETHTOWN,Profit,AMERICAN RENAL ASSOCIATES,8,1,0,0,10,Not Available,7,27,28,As Expected,As Expected,As Expected,20,21,73,Worse than Expected,As Expected,28,28,0,Not Available,0,0,Worse than Expected,19
332711,DAVITA STATEN ISLAND DIALYSIS CENTER,4,STATEN ISLAND,Profit,DAVITA,18,1,1,1,53,As Expected,95,133,140,As Expected,As Expected,As Expected,108,111,354,As Expected,As Expected,125,125,0,As Expected,34,1.31,As Expected,107
312680,DAVITA HAMILTON STREET DIALYSIS,4,SOMERSET,Profit,DAVITA,10,1,1,1,10,Not Available,15,20,23,As Expected,Not Available,Not Available,16,10,24,As Expected,As Expected,17,17,0,Not Available,5,0,As Expected,23
392803,DAVITA SUBURBAN CAMPUS DIALYSIS,5,LANCASTER,Profit,DAVITA,30,1,1,0,120,As Expected,160,220,234,As Expected,As Expected,Better than Expected,181,277,743,As Expected,As Expected,199,199,0,As Expected,77,0.3,As Expected,175
392804,DAVITA POCONO HOME TRAINING,,BARTONSVILLE,Profit,DAVITA,4,0,1,1,10,Worse than Expected,23,32,33,As Expected,As Expected,As Expected,25,29,89,Not Available,Not Available,9,9,0,Not Available,10,0,As Expected,32
392805,FRESENIUS KIDNEY CARE - ABRAMSON,5,NORTH WALES,Profit,FRESENIUS MEDICAL CARE,9,1,1,1,29,As Expected,34,57,63,As Expected,As Expected,As Expected,44,53,176,As Expected,As Expected,57,57,0,Not Available,20,0,As Expected,32
392806,FRESENIUS KIDNEY CARE - GREATER NORTHEAST,4,PHILADELPHIA,Profit,FRESENIUS MEDICAL CARE,15,1,1,1,50,As Expected,61,94,105,As Expected,As Expected,As Expected,81,111,310,As Expected,As Expected,97,97,0,As Expected,44,2.58,As Expected,80
382547,PORTLAND HOME DIALYSIS CLINIC,,PORTLAND,Profit,"US RENAL CARE, INC.",2,1,1,1,4,Not Available,10,25,27,As Expected,Not Available,Not Available,12,9,41,Not Available,Not Available,2,2,0,Not Available,6,0,As Expected,20
392604,DAVITA ELIZABETHTOWN DIALYSIS,5,ELIZABETHTOWN,Profit,DAVITA,12,1,0,0,19,As Expected,22,35,37,As Expected,As Expected,As Expected,29,30,130,As Expected,Better than Expected,37,37,0,Not Available,6,0,As Expected,20
392721,LIBERTY DIALYSIS - BADEN,4,BADEN,Profit,FRESENIUS MEDICAL CARE,18,1,1,1,18,As Expected,37,64,67,As Expected,As Expected,As Expected,45,50,228,As Expected,As Expected,67,67,0,As Expected,20,2,As Expected,44
392723,DAVITA DUNMORE DIALYSIS,3,DUNMORE,Profit,DAVITA,12,1,1,1,49,As Expected,70,110,117,As Expected,As Expected,As Expected,83,105,337,As Expected,As Expected,80,80,0,Not Available,22,0,As Expected,91
392724,DAVITA CHILDS DIALYSIS,5,CHILDS,Profit,DAVITA,8,1,0,0,24,As Expected,31,41,43,As Expected,As Expected,As Expected,34,42,167,As Expected,As Expected,43,43,0,Not Available,15,0,As Expected,32
392725,DAVITA TUNKHANNOCK DIALYSIS,5,TUNKHANNOCK,Profit,DAVITA,12,1,0,0,22,As Expected,33,43,43,As Expected,As Expected,As Expected,37,28,173,As Expected,As Expected,44,44,0,Not Available,18,0,As Expected,30
372600,FMCNA - IDABEL DX,4,IDABEL,Profit,FRESENIUS MEDICAL CARE,17,1,1,1,53,As Expected,59,81,86,As Expected,As Expected,As Expected,77,64,291,As Expected,As Expected,80,80,0,As Expected,35,0,As Expected,74
372601,DAVITA YUKON DIALYSIS,2,YUKON,Profit,DAVITA,13,1,0,0,20,As Expected,25,41,44,As Expected,As Expected,Worse than Expected,30,31,143,As Expected,As Expected,44,44,0,As Expected,25,0.38,As Expected,46
372602,DAVITA IDABEL DIALYSIS,5,IDABEL,Profit,DAVITA,13,1,1,1,23,As Expected,32,37,37,As Expected,As Expected,As Expected,33,24,87,As Expected,As Expected,34,34,0,Not Available,18,0,As Expected,36
372603,DAVITA MOORE DIALYSIS,5,MOORE,Profit,DAVITA,12,1,0,0,24,As Expected,34,43,50,As Expected,As Expected,As Expected,36,48,107,As Expected,As Expected,50,50,0,Not Available,11,0,As Expected,48
392360,ST. CHRISTOPHER'S HOSPITAL FOR CHILDREN,,PHILADELPHIA,Profit,INDEPENDENT,7,1,1,0,2,Not Available,0,2,2,Not Available,Not Available,Not Available,3,4,24,Not Available,Not Available,2,2,8,Worse than Expected,11,0.17,As Expected,15
392367,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,,PITTSBURGH,Non-Profit,UPMC HEALTH SYSTEM,6,1,1,0,2,Not Available,2,2,3,Not Available,Not Available,Not Available,4,6,10,Not Available,Not Available,3,3,2,Better than Expected,11,2.78,Not Available,9
312681,DAVITA RENAL CTR MONROE,2,MONROE TOWNSHIP,Profit,DAVITA,18,1,1,0,7,Not Available,9,14,16,As Expected,As Expected,Not Available,13,19,16,Not Available,As Expected,16,16,0,Not Available,0,0,Not Available,10
312682,FKC MARLTON,5,MARLTON,Profit,FRESENIUS MEDICAL CARE,19,1,1,1,13,As Expected,26,38,47,As Expected,As Expected,As Expected,29,26,43,As Expected,As Expected,37,37,0,Not Available,9,0,As Expected,43
312683,DAVITA IRVINGTON DIALYSIS,5,IRVINGTON,Profit,DAVITA,19,1,1,0,9,Not Available,32,61,70,As Expected,As Expected,As Expected,35,47,47,As Expected,Better than Expected,59,59,0,Not Available,16,0,As Expected,57
312684,DAVITA FRANKLIN PARK DIALYSIS,5,FRANKLIN PARK,Profit,DAVITA,19,1,1,0,17,As Expected,22,46,56,As Expected,As Expected,As Expected,29,24,37,As Expected,As Expected,46,46,0,Not Available,8,0,As Expected,46
312685,DAVITA MERCHANTVILLE DIALYSIS,5,PENNSAUKEN,Profit,DAVITA,19,1,0,0,12,As Expected,21,36,36,As Expected,As Expected,Not Available,23,24,27,As Expected,As Expected,36,36,0,Not Available,1,0,As Expected,32
332346,NYC HEALTH + HOSPITALS/KINGS COUNTY,4,BROOKLYN,Non-Profit,INDEPENDENT,26,1,0,0,23,As Expected,32,74,76,As Expected,As Expected,As Expected,34,27,125,As Expected,As Expected,76,76,0,As Expected,23,0.72,As Expected,65
382548,PNRS NEWBERG DIALYSIS CENTER,4,NEWBERG,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,14,As Expected,26,41,42,As Expected,As Expected,As Expected,30,18,112,As Expected,As Expected,43,43,0,Not Available,13,0,As Expected,31
382549,DAVITA MERIDIAN PARK DIALYSIS CENTER,5,TUALATIN,Profit,DAVITA,16,1,1,1,25,As Expected,59,97,100,As Expected,As Expected,As Expected,69,50,250,As Expected,As Expected,85,85,0,As Expected,30,1.68,As Expected,82
382550,DAVITA HILLSBORO DIALYSIS CENTER,5,HILLSBORO,Profit,DAVITA,13,1,1,1,18,As Expected,21,27,27,As Expected,As Expected,As Expected,22,17,80,As Expected,As Expected,19,19,0,Not Available,5,0,As Expected,24
382551,FMC REDMOND,5,REDMOND,Profit,FRESENIUS MEDICAL CARE,16,1,0,0,39,As Expected,62,74,80,Better than Expected,As Expected,As Expected,69,35,277,As Expected,As Expected,79,79,0,As Expected,28,0.45,As Expected,63
382554,DAVITA BLUE MOUNTAIN KIDNEY CENTER,5,PENDLETON,Profit,DAVITA,12,1,1,0,18,As Expected,24,29,29,As Expected,As Expected,As Expected,24,15,96,As Expected,As Expected,26,26,0,Not Available,11,0,As Expected,23
392573,DAVITA JEFFERSON DIALYSIS,3,PITTSBURGH,Profit,DAVITA,17,1,1,0,23,As Expected,50,87,90,As Expected,As Expected,As Expected,58,68,224,As Expected,As Expected,69,69,0,Not Available,19,0,As Expected,64
392726,DAVITA OLD FORGE DIALYSIS,5,OLD FORGE,Profit,DAVITA,12,1,0,0,21,As Expected,28,47,52,As Expected,As Expected,As Expected,35,62,155,As Expected,As Expected,52,52,0,Not Available,18,0,As Expected,38
392727,LIBERTY DIALYSIS - BANKSVILLE,4,PITTSBURGH,Profit,FRESENIUS MEDICAL CARE,27,1,1,1,29,As Expected,72,121,133,Worse than Expected,As Expected,As Expected,91,129,344,As Expected,As Expected,128,128,0,Better than Expected,58,2.72,As Expected,84
392833,DAVITA LEOLA DIALYSIS,5,LEOLA,Profit,DAVITA,13,1,0,0,24,As Expected,31,43,47,As Expected,As Expected,As Expected,36,39,113,As Expected,As Expected,47,47,0,Not Available,15,0,As Expected,40
392834,DAVITA QUENTIN CIRCLE DIALYSIS,5,LEBANON,Profit,DAVITA,8,1,1,1,23,As Expected,39,55,58,As Expected,As Expected,As Expected,45,30,135,As Expected,As Expected,40,40,0,As Expected,21,0.44,As Expected,42
392835,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",3,PHILADELPHIA,Profit,FRESENIUS MEDICAL CARE,12,1,0,1,38,As Expected,52,93,93,As Expected,As Expected,As Expected,60,74,167,As Expected,As Expected,95,95,0,As Expected,30,0.26,Better than Expected,79
392836,DAVITA EYNON DIALYSIS,4,EYNON,Profit,DAVITA,13,1,0,0,20,As Expected,28,55,56,As Expected,As Expected,As Expected,43,42,154,As Expected,As Expected,57,57,0,Not Available,14,0,As Expected,37
392502,DAVITA WAVERLY DIALYSIS,3,MORTON,Profit,DAVITA,20,1,1,1,49,As Expected,71,106,110,As Expected,Worse than Expected,As Expected,85,117,313,As Expected,As Expected,110,110,0,As Expected,38,0,As Expected,88
392505,FRESENIUS KIDNEY CARE - ALLENTOWN,4,ALLENTOWN,Profit,FRESENIUS MEDICAL CARE,27,1,1,0,55,As Expected,84,126,127,As Expected,As Expected,Better than Expected,102,122,450,As Expected,As Expected,130,130,0,As Expected,55,1.13,As Expected,97
392506,FRESENIUS KIDNEY CARE - ABINGTON,4,WILLOW GROVE,Profit,FRESENIUS MEDICAL CARE,24,1,1,1,36,As Expected,44,73,73,As Expected,As Expected,Better than Expected,60,54,197,As Expected,As Expected,69,69,0,Not Available,4,0,Better than Expected,60
392630,DAVITA RADNOR DIALYSIS,4,KING OF PRUSSIA,Profit,DAVITA,12,1,1,1,32,As Expected,47,78,85,As Expected,As Expected,As Expected,55,45,222,As Expected,As Expected,63,63,0,Not Available,18,0,Better than Expected,64
392631,DAVITA JENNERSVILLE DIALYSIS CENTER,5,WEST GROVE,Profit,DAVITA,18,1,1,0,47,As Expected,56,83,85,As Expected,As Expected,As Expected,68,67,280,As Expected,As Expected,87,87,0,As Expected,25,1.31,As Expected,61
332350,ERIE COUNTY MEDICAL CENTER,3,BUFFALO,Non-Profit,INDEPENDENT,36,1,1,1,90,As Expected,125,216,213,As Expected,As Expected,As Expected,142,178,578,As Expected,As Expected,210,210,0,As Expected,35,1.19,As Expected,163
332352,BROOKDALE HOSPITAL & MEDICAL CENTER,1,BROOKLYN,Non-Profit,INDEPENDENT,10,1,0,0,12,Not Available,22,40,40,As Expected,As Expected,Worse than Expected,26,26,108,Not Available,Worse than Expected,46,46,0,Not Available,15,0,As Expected,14
332354,HARLEM HOSPITAL,3,NEW YORK,Non-Profit,INDEPENDENT,11,1,0,0,20,As Expected,38,75,77,As Expected,As Expected,As Expected,43,60,173,As Expected,As Expected,82,82,0,As Expected,27,0.35,As Expected,69
332375,ST. BARNABAS HOSPITAL OPD DIALYSIS CENTER,3,BRONX,Non-Profit,INDEPENDENT,40,1,0,0,95,As Expected,145,242,258,Worse than Expected,As Expected,As Expected,166,244,680,Not Available,As Expected,256,256,0,As Expected,101,0.57,As Expected,199
332600,DAVITA SUBURBAN DIALYSIS,3,AMHERST,Profit,DAVITA,22,1,1,0,54,As Expected,81,124,135,As Expected,As Expected,As Expected,93,115,423,As Expected,As Expected,113,113,0,As Expected,45,2.09,As Expected,90
